1;THE;Unclassified
1;BELOW;Unclassified
5;5;Operand
6;SECTION;Unclassified
6;14;Operand
7;2;Operand
8;3;Operand
9;4;Operand
15;9;Operand
17;4;Operand
22;2;Operand
23;3;Operand
24;1;Operand
25;4;Operand
30;5;Operand
35;2;Operand
39;3;Operand
46;1;Operand
54;2;Operand
60;5;Operand
61;1;Operand
62;4;Operand
63;1;Operand
64;1;Operand
70;3;Operand
71;3;Operand
80;3;Operand
85;7;Operand
86;1;Operand
120;1;Operand
130;3;Operand
132;3;Operand
170;8;Operand
230;3;Operand
246;1;Operand
300;3;Operand
304;1;Operand
374;2;Operand
400;3;Operand
554;2;Operand
627;1;Operand
2010;2;Operand
2016;1;Operand
2017;1;Operand
2104;1;Operand
2114;2;Operand
2115;1;Operand
2123;IN;Unclassified
2123;1;Operand
2127;2;Operand
2133;1;Operand
2134;1;Operand
2135;1;Operand
2136;WHERE;Unclassified
2138;1;Operand
2145;1;Operand
2147;1;Operand
2149;1;Operand
2150;1;Operand
2151;1;Operand
2152;1;Operand
2153;1;Operand
2154;1;Operand
2155;1;Operand
2657;2;Operand
3043;2;Operand
3257;2;Operand
3343;1;Operand
3543;2;Operand
4057;2;Operand
5157;1;Operand
5243;2;Operand
5657;2;Operand
6142;1;Operand
7543;2;Operand
21212;1;Operand
39312;2;Operand
45931;1;Operand
274281;1;Operand
338339;1;Operand
21222123;1;Operand
21242151;1;Operand
21302137;1;Operand
21382151;1;Operand
&;2;Operator
*;8;Operator
+;14;Operator
=;17;Operator
=;23;Operator
10/25=;1;Operator
15/25;1;Operator
15/25=;1;Operator
30/70;3;Operator
40/70;3;Operator
6+17;1;Operator
É?›;2;Unclassified
É??;4;Unclassified
É?Ω;7;Unclassified
É??COMBINED;1;Unclassified
É??INTERNAL;1;Unclassified
É??PROFITSÉ?ù;1;Unclassified
É??TRANSACTIONALÉ?ù;1;Unclassified
A1;1;Unclassified
A111;1;Unclassified
A2;1;Unclassified
A3;1;Unclassified
A31;1;Unclassified
A32;1;Unclassified
A321;1;Unclassified
A322;1;Unclassified
A33;1;Unclassified
A331;1;Unclassified
A332;1;Unclassified
A34;1;Unclassified
A341;1;Unclassified
A342;1;Unclassified
A343;1;Unclassified
A344;1;Unclassified
AÉ??S;8;Unclassified
ABSENCE;1;Operand
ACCEPTED;1;Operator
ACCORDANCE;1;Operator
ACCORDING;2;Operator
ACCOUNT;13;Operand
ACCOUNTING;4;Operand
ACCOUNTS;2;Operand
ACCRUED;1;Operand
ACCUMULATED;1;Operand
ACCURACY;1;Operand
ACHIEVE;3;Operand
ACKNOWLEDGE;1;Operand
ACKNOWLEDGEMENT;1;Operand
ACTUAL;9;Operand
ADDED;1;Operator
ADMINISTRATION;5;Operand
ADVANCED;1;Operand
ADVANTAGE;1;Operand
AFFAIRS;2;Operand
AGGREGATION;1;Operator
AGREED;3;Operand
AGREEMENT;1;Operand
AIMED;1;Operator
ALLOCABLE;1;Operator
ALLOCATE;1;Operator
ALLOCATED;20;Operator
ALREADY;3;Operand
ALWAYS;1;Operator
AMORTISATION;1;Operand
AMORTISE;1;Operand
ANALYSES3;1;Unclassified
ANALYSING;1;Operand
ANNEXES;1;Operand
ANSWER;1;Operand
ANTE;4;Operand
APPEAR;1;Operand
APPLYING;8;Operator
APPROACHES;3;Operand
APPROPRIATENESS;1;Operand
APPROVED;2;Operator
APPROXIMATED;1;Operator
APPROXIMATES;1;Operator
APPROXIMATION;1;Operator
ARBITRARINESS;1;Operand
AREA;2;Operand
ARISE;1;Operand
ARMÉ??S;16;Unclassified
ARRANGEMENT;3;Operand
ARRANGEMENTS;4;Operand
ARRIVED;1;Operand
ASPECT;2;Operand
ASPECTS;2;Operand
ASSERTED;1;Operand
ASSESS;1;Operator
ASSESSING;1;Operator
ASSIST;1;Operand
ASSUME;4;Operator
ASSUMES;1;Operator
ASSUMING;2;Operator
ASSUMPTION;2;Operator
ASSUMPTIONS;3;Operator
ATTEMPT;1;Operand
ATTENTION;2;Operand
ATTRIBUTABLE;5;Operator
ATTRIBUTE;2;Operator
ATTRIBUTION;3;Operator
B;33;Unclassified
BÉ??S;10;Unclassified
BACK;1;Unclassified
BALANCE;1;Operand
BARGAIN;1;Operand
BASE;1;Operand
BASIS;10;Operand
BEAR;1;Operand
BECOME;1;Operand
BEEN;3;Unclassified
BEING;6;Unclassified
BLOCKBUSTER;1;Operand
BUYER;1;Operand
BUYERS;1;Operand
C;9;Unclassified
CALCULATE;2;Operator
CALL;1;Operand
CANNOT;1;Operator
CAPABLE;1;Operand
CARE;1;Operand
CAREFUL;1;Operand
CARRIED;1;Operand
CASE;21;Operator
CASEBYCASE;1;Operand
CASES;11;Operator
CASH;2;Operand
CAUTION;2;Operand
CHAINS;1;Operand
CHAPTER;9;Unclassified
CHARACTERISTICS;1;Operand
CHEMICAL;1;Operand
CHOOSING;1;Operator
CIRCUMSTANCE;1;Operator
CIRCUMSTANCES;18;Operator
CLARIFYING;1;Operand
CLEARLY;1;Operand
COMBINED;26;Operator
COMMENTS;1;Operand
COMPANIESÉ??;1;Unclassified
COMPARABLE;9;Operator
COMPARABLES;6;Operator
COMPLETION;1;Operand
COMPONENT;2;Operand
COMPOUND;1;Operand
CONCERNED;1;Operand
CONCLUSIONS;3;Operand
CONJUNCTION;1;Operator
CONNECTION;1;Operator
CONSEQUENCE;1;Operator
CONSIDERABLE;1;Operand
CONSIDERED;4;Operand
CONSIDERS;1;Operand
CONSISTENCY;1;Operand
CONSISTENTLY;3;Operand
CONTAINED;1;Operator
CONTEXT;4;Operand
CONTRACT;2;Operand
CONTRIBUTE;1;Operand
CONTRIBUTED;1;Operand
CONTRIBUTING;2;Operand
CONTRIBUTIONS;16;Operand
CONVENIENT;1;Operand
CORRELATION;1;Operand
CORRESPOND;2;Operator
CORRESPONDING;2;Operator
COST;12;Operand
COSTBASED;4;Operand
COUNTRIES;2;Operand
CURRENT;3;Operand
D;2;Unclassified
D262;1;Unclassified
D2641;1;Unclassified
D4;1;Unclassified
DATAÉ?ù;1;Unclassified
DECISION;1;Operand
DEDUCTED;1;Operator
DEDUCTING;1;Operator
DEGREE;1;Operand
DEMONSTRATE;2;Operand
DEPEND;2;Operator
DEPENDING;2;Operator
DESCRIBED;1;Operand
DESIGN;1;Operand
DESIGNED;1;Operand
DETERMINATION;12;Operator
DEVELOPED;6;Operand
DEVELOPMENT;6;Operand
DIFFERENCE;1;Operator
DIFFERENCES;4;Operator
DIFFERENT;7;Operator
DIFFERING;1;Operator
DIFFICULT;1;Operand
DISCREPANCY;1;Operand
