id_question,id_regulation,user,answer,correctanswer,score,id_student,time,sex,ed_level,ed_yr_obtained,ed_area,ed_institution,ex_area,ex_yr,total_score,is_correct
10,14,"71476",67,67,6,"71476",00:01:0,"Male","Master’s Level","2020","Other","Ecole Polytechnique","Business","0.75",6,1
2,8,"71478",23,13,0,"71478",00:03:22,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,0
3,6,"71478",34,34,1,"71478",00:04:59,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,1
4,32,"71478",31,14,1,"71478",00:02:4,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,0
5,17,"71478",60,60,2,"71478",00:01:41,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,1
6,36,"71478",30,30,3,"71478",00:00:52,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,1
7,10,"71478",12,12,4,"71478",00:00:39,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,1
8,14,"71478",67,67,5,"71478",00:00:47,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,1
9,21,"71478",69,69,6,"71478",00:00:43,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,1
10,29,"71478",69,57,6,"71478",00:02:24,"Female","Master’s Level","2022","Business","HEC Paris","Business","0",6,0
2,24,"71481",46,46,1,"71481",00:04:37,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,1
3,2,"71481",61,25,1,"71481",00:02:17,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,0
4,5,"71481",36,36,2,"71481",00:01:19,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,1
5,20,"71481",61,37,2,"71481",00:00:41,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,0
6,17,"71481",75,60,2,"71481",00:00:33,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,0
7,9,"71481",37,35,2,"71481",00:00:46,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,0
8,8,"71481",49,13,2,"71481",00:01:7,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,0
9,3,"71481",36,18,2,"71481",00:02:5,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,0
10,30,"71481",63,61,2,"71481",00:00:56,"Male","Master’s Level","2021","Business","HEC Paris","Business","0",2,0
2,35,"71485",25,37,0,"71485",00:06:28,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,0
3,10,"71485",12,12,1,"71485",00:03:14,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,1
4,1,"71485",35,38,1,"71485",00:02:1,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,0
5,26,"71485",64,67,1,"71485",00:01:4,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,0
6,19,"71485",36,55,1,"71485",00:06:18,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,0
7,2,"71485",51,25,1,"71485",00:05:43,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,0
8,7,"71485",26,26,2,"71485",00:03:24,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,1
9,9,"71485",45,35,2,"71485",00:00:58,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,0
10,33,"71485",40,30,2,"71485",00:00:57,"Male","Bachelor’s Level","2020","Business","Bocconi University","Business","0.1",2,0
2,5,"71487",36,36,1,"71487",00:09:16,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,1
3,10,"71487",12,12,2,"71487",00:01:15,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,1
4,22,"71487",22,22,3,"71487",00:04:19,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,1
5,1,"71487",42,38,2,"71487",00:02:5,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,0
6,34,"71487",1,1,3,"71487",00:01:52,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,1
7,8,"71487",13,13,4,"71487",00:01:16,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,1
8,29,"71487",51,57,3,"71487",00:05:6,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,0
9,30,"71487",61,61,4,"71487",00:01:46,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,1
10,20,"71487",37,37,4,"71487",00:03:30,"Male","Bachelor’s Level","2020","Other","Imperial College","Other","0",4,1
2,19,"71489",35.2,55,0,"71489",00:00:12,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
3,7,"71489",25.8,26,0,"71489",00:00:10,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
4,5,"71489",23.1,36,0,"71489",00:00:8,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
5,28,"71489",31.2,38,0,"71489",00:00:10,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
6,13,"71489",38.2,22,0,"71489",00:00:7,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
7,11,"71489",18.9,12,0,"71489",00:00:6,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
8,20,"71489",29.1,37,0,"71489",00:00:5,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
9,2,"71489",40.1,25,0,"71489",00:00:5,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
10,27,"71489",34.8,4,0,"71489",00:00:4,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",0,0
2,23,"71492",54,47,0,"71492",00:01:55,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,0
3,25,"71492",37,37,1,"71492",00:02:22,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,1
4,2,"71492",35,25,1,"71492",00:02:43,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,0
5,27,"71492",4,4,2,"71492",00:00:24,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,1
6,13,"71492",26,22,2,"71492",00:01:49,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,0
7,21,"71492",69,69,3,"71492",00:00:56,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,1
8,15,"71492",20,20,4,"71492",00:02:32,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,1
9,10,"71492",12,12,5,"71492",00:00:18,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,1
10,24,"71492",42,46,5,"71492",00:01:56,"Male","Bachelor’s Level","2020","Business","University of Wyoming","Business","0",5,0
2,19,"71493",55,55,1,"71493",00:04:33,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
3,14,"71493",67,67,2,"71493",00:02:16,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
4,23,"71493",47,47,3,"71493",00:07:18,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
5,20,"71493",37,37,4,"71493",00:11:19,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
6,28,"71493",38,38,5,"71493",00:04:16,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
7,26,"71493",67,67,6,"71493",00:02:5,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
8,7,"71493",26,26,7,"71493",00:04:39,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
9,4,"71493",55,55,8,"71493",00:01:38,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
10,11,"71493",12,12,9,"71493",00:00:46,"Male","Master’s Level","2021","Business","HEC Paris","Business","",9,1
2,3,"71495",35,18,0,"71495",00:08:53,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,0
3,5,"71495",36,36,1,"71495",00:09:17,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,1
4,26,"71495",67,67,1,"71495",00:02:32,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,1
5,20,"71495",36,37,1,"71495",00:04:42,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,0
6,21,"71495",69,69,2,"71495",00:01:21,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,1
7,7,"71495",26,26,3,"71495",00:08:12,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,1
8,27,"71495",4,4,3,"71495",00:03:34,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,1
9,29,"71495",21,57,2,"71495",00:09:39,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,0
10,18,"71495",55,64,2,"71495",00:08:22,"Male","Bachelor’s Level","2019","Business","University of Vienna","Business","0",3,0
2,15,"71497",20,20,1,"71497",00:07:0,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
3,21,"71497",69,69,2,"71497",00:01:11,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
4,17,"71497",60,60,3,"71497",00:05:13,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
5,5,"71497",36,36,4,"71497",00:04:5,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
6,23,"71497",54,47,4,"71497",00:07:42,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,0
7,32,"71497",14,14,5,"71497",00:03:20,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
8,8,"71497",13,13,6,"71497",00:03:55,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
9,26,"71497",67,67,7,"71497",00:02:8,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
10,10,"71497",12,12,8,"71497",00:00:29,"Male","Master’s Level","2022","Business","HEC Paris","Business","0",8,1
2,19,"71500",55,55,1,"71500",00:02:48,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,1
3,11,"71500",13,12,1,"71500",00:02:19,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,0
4,32,"71500",28,14,1,"71500",00:02:46,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,0
5,27,"71500",4,4,2,"71500",00:01:45,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,1
6,37,"71500",8,8,3,"71500",00:02:5,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,1
7,2,"71500",28,25,3,"71500",00:01:38,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,0
8,5,"71500",30,36,3,"71500",00:01:48,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,0
9,18,"71500",62,64,3,"71500",00:01:26,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,0
10,35,"71500",35,37,3,"71500",00:01:43,"Female","Master’s Level","2022","Business","HEC Paris & Tsinghua University","Business","1",3,0
2,30,"71502",60,61,0,"71502",00:02:23,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,0
3,35,"71502",37,37,1,"71502",00:02:6,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,1
4,17,"71502",55,60,1,"71502",00:02:7,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,0
5,21,"71502",69,69,2,"71502",00:00:39,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,1
6,14,"71502",67,67,3,"71502",00:00:11,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,1
6,14,"71502",67,67,4,"71502",00:00:11,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,1
7,28,"71502",31,38,4,"71502",00:01:20,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,0
8,22,"71502",22,22,5,"71502",00:01:18,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,1
9,2,"71502",22,25,5,"71502",00:01:11,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,0
10,26,"71502",67,67,6,"71502",00:00:25,"Female","Bachelor’s Level","2020","Business","Bocconi","Business","0",6,1
2,16,"71503",29,10,0,"71503",00:00:32,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
3,2,"71503",29,25,0,"71503",00:00:48,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
4,37,"71503",18,8,0,"71503",00:00:16,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
5,7,"71503",29,26,0,"71503",00:00:46,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
6,35,"71503",41,37,0,"71503",00:00:42,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
7,15,"71503",29,20,0,"71503",00:01:14,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
8,1,"71503",24,38,0,"71503",00:00:14,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
9,24,"71503",44,46,0,"71503",00:00:37,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
10,6,"71503",39,34,0,"71503",00:00:57,"Male","Master’s Level","2020","Technology","Université Cote d'Azur","Technology","2020",0,0
2,20,"71505",37,37,1,"71505",00:04:15,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
3,24,"71505",46,46,2,"71505",00:07:9,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
4,33,"71505",30,30,3,"71505",00:03:0,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
5,38,"71505",61,61,4,"71505",00:01:43,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
6,16,"71505",10,10,5,"71505",00:02:38,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
7,25,"71505",37,37,6,"71505",00:04:2,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
8,10,"71505",12,12,7,"71505",00:01:42,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
9,17,"71505",60,60,8,"71505",00:01:42,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
10,5,"71505",36,36,9,"71505",00:01:42,"Male","Bachelor’s Level","2020","Business","ESB Reutlingen","Business","2",9,1
2,22,"71506",22,22,1,"71506",00:06:54,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,1
3,6,"71506",37,34,1,"71506",00:02:13,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,0
4,38,"71506",61,61,2,"71506",00:01:40,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,1
5,10,"71506",12,12,3,"71506",00:03:45,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,1
6,17,"71506",55,60,3,"71506",00:02:44,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,0
7,23,"71506",47,47,4,"71506",00:03:53,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,1
8,13,"71506",22,22,5,"71506",00:00:29,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,1
9,8,"71506",13,13,6,"71506",00:00:59,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,1
10,4,"71506",55,55,7,"71506",00:01:48,"Male","Bachelor’s Level","2020","Business","University of St Andrews","Business","0",7,1
2,10,"71507",12,12,1,"71507",00:01:20,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,1
3,23,"71507",47,47,2,"71507",00:02:30,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,1
4,25,"71507",56,37,2,"71507",00:02:36,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,0
5,6,"71507",42,34,2,"71507",00:04:32,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,0
6,24,"71507",46,46,3,"71507",00:03:24,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,1
7,38,"71507",61,61,4,"71507",00:01:1,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,1
8,27,"71507",4,4,5,"71507",00:01:3,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,1
9,16,"71507",10,10,6,"71507",00:02:25,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,1
10,21,"71507",69,69,7,"71507",00:00:44,"Male","Bachelor’s Level","2020","Business","Frankfurt School of Finance & Management","Business","1",7,1
2,36,"71511",30,30,1,"71511",00:01:49,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,1
3,32,"71511",14,14,2,"71511",00:03:16,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,1
4,29,"71511",67,57,1,"71511",00:03:43,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,0
5,14,"71511",67,67,2,"71511",00:01:6,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,1
6,13,"71511",22,22,3,"71511",00:01:38,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,1
7,26,"71511",57,67,3,"71511",00:00:43,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,0
8,1,"71511",38,38,4,"71511",00:01:34,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,1
9,38,"71511",61,61,5,"71511",00:00:29,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,1
10,15,"71511",20,20,5,"71511",00:05:19,"Female","Bachelor’s Level","2019","Other","King's College London","Business","1",5,1
2,24,"71512",49,46,0,"71512",00:03:0,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
3,37,"71512",18,8,0,"71512",00:02:8,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
4,1,"71512",32,38,0,"71512",00:02:31,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
5,11,"71512",40,12,0,"71512",00:05:42,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
6,17,"71512",55,60,0,"71512",00:00:46,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
7,8,"71512",23,13,0,"71512",00:00:40,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
8,26,"71512",37,67,0,"71512",00:00:26,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
9,25,"71512",36,37,0,"71512",00:00:53,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,0
10,27,"71512",4,4,1,"71512",00:00:15,"Female","Bachelor’s Level","2020","Business","Universität St Gallen","Business","1",1,1
2,18,"71514",63,64,0,"71514",00:03:2,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,0
3,24,"71514",45,46,0,"71514",00:04:19,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,0
4,1,"71514",38,38,1,"71514",00:05:23,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,1
5,16,"71514",20,10,1,"71514",00:04:10,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,0
6,19,"71514",55,55,2,"71514",00:00:15,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,1
7,10,"71514",12,12,3,"71514",00:01:28,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,1
8,11,"71514",12,12,3,"71514",00:00:18,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,1
9,23,"71514",47,47,3,"71514",00:01:56,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,1
10,27,"71514",54,4,2,"71514",00:01:15,"Male","Master’s Level","2021","Business","HEC Paris","Business","4",3,0
2,2,"71516",25,25,1,"71516",00:09:21,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
3,17,"71516",60,60,2,"71516",00:03:29,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
4,15,"71516",20,20,3,"71516",00:06:0,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
5,30,"71516",61,61,4,"71516",00:01:24,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
6,23,"71516",56,47,4,"71516",00:05:26,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,0
7,36,"71516",30,30,5,"71516",00:00:14,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
8,29,"71516",57,57,6,"71516",00:05:10,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
9,10,"71516",12,12,7,"71516",00:00:22,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
10,1,"71516",38,38,8,"71516",00:06:28,"Male","Master’s Level","2020","Business","NRU HSE","Business","2",8,1
2,37,"71517",48,8,0,"71517",00:01:40,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,0
3,4,"71517",55,55,1,"71517",00:00:54,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,1
4,18,"71517",58,64,1,"71517",00:02:6,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,0
5,5,"71517",30,36,1,"71517",00:02:21,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,0
6,7,"71517",38,26,1,"71517",00:03:4,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,0
7,22,"71517",22,22,2,"71517",00:01:41,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,1
8,14,"71517",67,67,3,"71517",00:00:34,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,1
9,19,"71517",55,55,4,"71517",00:02:39,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,1
10,8,"71517",13,13,5,"71517",00:01:9,"Male","Bachelor’s Level","2019","Business","Università Cattolica del Sacro Cuore","Business","0",5,1
2,37,"71519",32,8,0,"71519",00:01:25,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,0
2,2,"71519",25,25,1,"71519",00:01:3,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
3,8,"71519",13,13,1,"71519",00:00:40,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
3,20,"71519",37,37,2,"71519",00:01:57,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
4,38,"71519",61,61,3,"71519",00:00:34,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
4,32,"71519",14,14,2,"71519",00:00:46,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
5,12,"71519",3,13,3,"71519",00:01:31,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,0
5,5,"71519",36,36,3,"71519",00:00:49,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
6,13,"71519",18,22,3,"71519",00:01:0,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,0
6,34,"71519",1,1,4,"71519",00:01:16,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
7,4,"71519",55,55,4,"71519",00:00:25,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
7,19,"71519",55,55,5,"71519",00:01:7,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
8,15,"71519",21,20,4,"71519",00:01:9,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,0
8,10,"71519",12,12,5,"71519",00:00:13,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
9,3,"71519",18,18,5,"71519",00:01:29,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
9,22,"71519",22,22,6,"71519",00:01:16,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
10,26,"71519",77,67,4,"71519",00:00:30,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,0
10,29,"71519",57,57,7,"71519",00:01:25,"Female","Bachelor’s Level","2019","Business","University of London","Business","1",7,1
2,15,"71520",20,20,1,"71520",00:12:22,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
3,35,"71520",37,37,2,"71520",00:03:37,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
4,24,"71520",46,46,3,"71520",00:03:37,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
5,33,"71520",30,30,4,"71520",00:03:17,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
6,6,"71520",34,34,5,"71520",00:02:42,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
7,4,"71520",55,55,6,"71520",00:01:1,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
8,37,"71520",8,8,7,"71520",00:02:7,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
9,1,"71520",38,38,8,"71520",00:01:57,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
10,38,"71520",61,61,9,"71520",00:00:29,"Male","Bachelor’s Level","2019","Business","Technical University of Munich","Business","2",9,1
2,5,"71525",26,36,0,"71525",00:03:39,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,0
3,31,"71525",37,32,0,"71525",00:04:52,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,0
4,9,"71525",35,35,1,"71525",00:02:26,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,1
5,27,"71525",4,4,2,"71525",00:01:22,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,1
6,36,"71525",30,30,3,"71525",00:00:30,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,1
7,33,"71525",40,30,2,"71525",00:02:9,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,0
8,21,"71525",69,69,3,"71525",00:01:3,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,1
9,24,"71525",46,46,3,"71525",00:03:36,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,1
10,14,"71525",67,67,3,"71525",00:00:34,"Male","Master’s Level","2022","Business","HEC Paris","Business","1",3,1
2,31,"71526",32,32,1,"71526",00:02:32,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
3,28,"71526",38,38,2,"71526",00:01:42,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
4,17,"71526",60,60,3,"71526",00:01:7,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
5,35,"71526",37,37,4,"71526",00:00:58,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
6,29,"71526",57,57,5,"71526",00:01:47,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
7,4,"71526",55,55,6,"71526",00:00:48,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
8,26,"71526",67,67,7,"71526",00:01:27,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
9,7,"71526",26,26,8,"71526",00:01:56,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
10,5,"71526",36,36,9,"71526",00:01:29,"Female","Master’s Level","2021","Business","HEC","Business","1",9,1
2,19,"71530",56.5,55,0,"71530",00:02:5,"Male","Master’s Level","","Business","HEC","Business","1",4,0
3,23,"71530",52,47,0,"71530",00:01:59,"Male","Master’s Level","","Business","HEC","Business","1",4,0
4,38,"71530",61,61,1,"71530",00:00:39,"Male","Master’s Level","","Business","HEC","Business","1",4,1
5,6,"71530",18,34,1,"71530",00:03:58,"Male","Master’s Level","","Business","HEC","Business","1",4,0
6,33,"71530",30,30,2,"71530",00:01:5,"Male","Master’s Level","","Business","HEC","Business","1",4,1
